question,answer
VII ғасырда «Он оқ будун» жүйесін енгізген Батыс Түрік қағаны: ,Ешбар Елтеріс
VII ғасырда «Он оқ будун» жүйесін енгізген қағанат:,Батыс Түрік қағанаты
VII ғасырдың аяғы - VIII ғасырдың басында салынған Будда дінінің ғибадатханасы табылған орта ғасырлық қала – ,Ақбешім (Оңтүстік Қазақстан) 
VII ғасырдың аяғы және VIII ғасырдың басында Акбешiмде салынған дiни құрылыс: ,Будда гибадатханасы
VII ғасырдың аяғы мен VIII ғасырдың басында Тан империясына нәтижелі соғыс жүргізген түркеш тайпасының қағаны: ,Үшлік
"VII ғасырдың аяғы мен VIII ғасырдың ортасында Қазақстан, Орталық Азия, Шығыс Түркістан, Оңтүстік Сібір жерін алып жатқан мемлекет: ",Шығыс Түрік қағандығы
VII ғасырдың басында Батыс Түрік қағанатының одақтасы болған ел: ,Византия
VII ғасырдың басында екіге бөлінген қағанат: ,Түрік
VII ғасырдың басында қимақтар мекендеген аймақ: ,Моңғолияның солтүстік батысы
VII ғасырдың басында Моңғолияның солтүстік- батысын мекендеген түрік тайпасы: ,Қимақ
"VII ғасырдың басында ұзақ уақытқа созылған тартыстан тұралап, ыдыраған ел: ",Түрік кағанаты
VII ғасырлардың басында Қимақтар мекендеген аймақ – ,Моңғолияның солтүстік- батысы 
VII ғасырлардың ортасына қарай қимақтар көше бастады:,Алтайдың солтүстігі мен Ертіс өңірі
 VII ғ-ң басында екіге бөлінген қағанат: , Түрік VIII ғ жазба деректерде 8 тайпа (найман) - Орхон өзеніме Алтайды екендеген 
 VIII ғ көне түрік ескерткіші: , Күлтегін тас жазуы 
VIII ғ соңы мен XI ғ басы қыпшақ құрамында болды – ,Қимақтың
VIII ғ түрік тайпаларының көне жазбасы: ,Талас жазуы 
VIII ғасырда Дың ескерткіштері кең тараған мемлекет: ,Қарлұқ
"VIII ғасырда Қарлұқ, Қимақ қағанаттары дәуірінде кең тараған, киіз үйге ұқсас діни құрылыс жүйесі: ",Дың ескерткіштері
VIII ғасырда Орхон өзені мен Алтай аралығында өмір сүрген тайпа—,найман
Қазақстан аумағында Түркеш теңгесі айналымда болды ,VIII ғасырдан X ғасырдың соңына дейін
 VIII ғасырдың басында Түргеш қағанатының құрылуына жол ашқан оқиға: , Қытайлармен соғыстағы жеңіс
