question,answer
1916 ж қарашада Торғай ошағындағы көтерілісшілердің саны – ,50 мың
"1916 ж Қарқарадағы көтерілістің басшысы, түрмеде у беріп өлтірілген – ",Ж Мәмбетов 
1916 ж Қарқарадағы көтерілісшілердің шағын тобын ұйымдастырған ,Курев
1916 ж қозғалыстың ірі орталығы – ,Жетісу 
"көтерілісшілер саны 20 мыңға, 26 қарашада 50 мыңға жетті",1916 ж – қыркүйекте
" Торғайда көтерілісшілер саны 20 мыңға, 26 қарашада 50 мыңға жетті ", 1916 ж Қыркүйекте
 қара жұмысқа алу туралы жарлықта халықтың қайтарған жауабы көтеріліс , 1916 ж маусымдағы
Түркістан өлкесінде 200 мың әскери тұтқын тіркелген,1916 ж – наурыз
1916 ж оқиғалар қарсаңында енгізілген жаңа салық түрі – ,соғыс салығы 
1916 ж оқиғалар қарсаңында Қазақстанда енгізілген салықтүрі: ,Әр үйден алынатынсоғыс салығы
"Орынбор облсының Ақбұлақ мекенінде, Лепсі, Верный уездерінде солдатқа алынғандар әйелдердің бас көтерулері",1916 ж 
1916 ж патша жарлығы бойынша Дала өлкесі мен Түркістаннан қара жұмысқа канша адам алу көзделді?,500 мың адам 
"Петропавл уезінде 4000 тұтқын, ал Ақмола облысында 14 мың тұтқын жұмысқа тартылды",1916 ж 
саналы компромисс тактикасын ұсынғандар – револицияшыл демократиялық интеллигенция өкілдері ,1916 ж 
саяси құрестің өрлеуінің көрінісі болған ереуіл,1916 ж тамыз айындағы
"Т Бокин революциялық қызметі үшін қамауға алынып, ақпан төңкерісіне дейін отырды",1916 ж тамыз 
"1916 ж тамызда 5 мыңнан астам көтерілісшілер жазалаушы отрядын талқандап, басып алған жәрмеңке: ",Қарқара
1916 ж тамызда көтерілісшілер басып алған жәрмеңке – ,Қарқара 
1916 ж Торғай облысындағы көтерілістің басшылары – ,"Ә Жангелдин, А Иманов "
1916 ж Торғай уезінде хан етіп сайланған – ,Ә Жанбосынов 
1916 ж Торғайда болған көтеріліс ерекшеленді: ,Бір орталыққа бағындырылғанбасқарудың тәртіпке келтірілген жүйесімен 
1916 ж Торғайда көтерілісшілерді соғыс ісі шеберлігіне үйреткен: ,Кротов 
1916 ж Түркістан өлкесінің генерал- губернаторы болып сайланған – ,Куропаткин 
