question,answer
1991 жылды 16 желто қазақ тарих қандай күн ,қазақстан тәуелсіздігін жариялады 
1991 жылды аяғын дейін екі аптаның ішінде қазақ тәуел таныған мемлек саны ,18 
1991 жылды бірін жарты қазақ ресми тіркел бірік кәсіп ашқан елдің саны ,24
1991 жылды бірін жарты қазақ ресми тіркел шетел бірік кәсіп саны ,35 
1991 жылды желто ірі саяси оқиға ең басты ,т әубәкіровтың ғарышқа ұшуы ксро ның ыдырауы
1991 жылды желто ірі саяси оқиға ең басты ," ксро ның ыдырауы "
1991 жылды қараша құрыл қазақ сауд араби бірік банкі ," әл баракабанк қазақстан "
1991 жылды соңын қарай қазақ тәуел таныған ел саны ,18
1991 жылды соңын қарай қазақ тәуел алуын қарсы болған саяси күште бір идеясы ,орыс автономиясын құру
1991 жылды і жарты қазақ ресми тіркел бірік кәсіп саны ," 35 "
1991 жылы 1 желто н ә назар ," қазақстан президенті болып сайланды"
1991 жылы 1 желто респу болған оқиға ,президент сайлауы
1991 жылы 1 желто респу өтті ,президент сайлауы
1991 жылы 10 желто қабыл ," қазақстан республикасы атауы "
1991 жылы 13 желто қазақ орта азия басшы минск шешім байла бас қосқан қала ,ашхабад
1991 жылы 13 желто орта азия респу мен қазақ басшы кезде ,ашхабадта
1991 жылы 16 желто қабыл конст заң ," қазақстан республикасының мемлекеттік тәуелсіздігі туралы "
бұрын ксро құрам 11 респу құрға халық ұйым тмд ,1991 жылы 21 желтоқсанда
1991 жылы 7 қыркүйе болған қазақ компа төтенше сьезі қабыл шешім ,қазақстан компартиясын тарату
1991 жылы 8 желто үш славян мемлек басшы бас қосты ," минскіде "
1991 жылы желто үш славян мемлек басшы бас қосты ," минскіде "
1991 жылы желто алматы кезде басшы ядролық қаруға байла бірік шаралар туралы келіс қол қойға мемлек ," қазақстан ресей украина беларусь "
1991 жылы желто алматы кезде бұрын кеңес одағы ойға түсір үшін жаңа шартт одақ деген сөз алмас ," достастық сөзімен"
